datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek,celkem_davek
2021-04-10,Comirnaty,CZ010,"Hlavní město Praha",55-59,43,115,158
2021-04-10,Comirnaty,CZ010,"Hlavní město Praha",60-64,52,63,115
2021-04-10,Comirnaty,CZ010,"Hlavní město Praha",65-69,76,72,148
2021-04-10,Comirnaty,CZ010,"Hlavní město Praha",70-74,215,943,1158
2021-04-10,Comirnaty,CZ010,"Hlavní město Praha",75-79,118,1133,1251
2021-04-10,Comirnaty,CZ010,"Hlavní město Praha",80+,22,121,143
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",18-24,8,4,12
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",25-29,12,4,16
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",30-34,29,5,34
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",35-39,36,10,46
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",40-44,47,18,65
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",45-49,41,13,54
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",50-54,32,15,47
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",55-59,47,3,50
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",60-64,55,4,59
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",65-69,124,4,128
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",70-74,194,209,403
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",75-79,163,167,330
2021-04-10,Comirnaty,CZ020,"Středočeský kraj",80+,59,16,75
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",18-24,7,0,7
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",25-29,12,0,12
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",30-34,14,0,14
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",35-39,19,0,19
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",40-44,17,0,17
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",45-49,25,0,25
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",50-54,12,0,12
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",55-59,24,9,33
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",60-64,14,8,22
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",65-69,15,1,16
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",70-74,232,114,346
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",75-79,124,101,225
2021-04-10,Comirnaty,CZ031,"Jihočeský kraj",80+,53,30,83
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",18-24,38,9,47
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",25-29,48,14,62
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",30-34,35,8,43
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",35-39,67,6,73
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",40-44,76,7,83
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",45-49,101,1,102
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",50-54,62,3,65
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",55-59,74,2,76
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",60-64,60,3,63
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",65-69,78,5,83
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",70-74,185,13,198
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",75-79,77,13,90
2021-04-10,Comirnaty,CZ032,"Plzeňský kraj",80+,23,95,118
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",18-24,3,6,9
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",25-29,4,5,9
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",30-34,4,4,8
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",35-39,5,9,14
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",40-44,7,12,19
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",45-49,13,13,26
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",50-54,18,9,27
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",55-59,22,4,26
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",60-64,27,9,36
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",65-69,30,9,39
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",70-74,79,83,162
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",75-79,25,74,99
2021-04-10,Comirnaty,CZ041,"Karlovarský kraj",80+,14,18,32
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",0-17,1,2,3
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",18-24,17,39,56
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",25-29,13,28,41
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",30-34,10,47,57
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",35-39,12,99,111
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",40-44,34,127,161
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",45-49,48,123,171
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",50-54,45,103,148
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",55-59,29,95,124
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",60-64,28,51,79
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",65-69,64,74,138
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",70-74,542,615,1157
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",75-79,134,496,630
2021-04-10,Comirnaty,CZ042,"Ústecký kraj",80+,34,165,199
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",0-17,1,0,1
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",18-24,6,0,6
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",25-29,4,4,8
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",30-34,11,3,14
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",35-39,20,5,25
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",40-44,17,3,20
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",45-49,33,7,40
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",50-54,25,4,29
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",55-59,21,2,23
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",60-64,8,3,11
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",65-69,12,4,16
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",70-74,261,1,262
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",75-79,63,45,108
2021-04-10,Comirnaty,CZ051,"Liberecký kraj",80+,1,49,50
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",0-17,1,0,1
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",18-24,11,7,18
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",25-29,22,11,33
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",30-34,14,10,24
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",35-39,18,15,33
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",40-44,108,13,121
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",45-49,114,13,127
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",50-54,37,61,98
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",55-59,32,92,124
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",60-64,27,45,72
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",65-69,114,9,123
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",70-74,750,102,852
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",75-79,55,608,663
2021-04-10,Comirnaty,CZ052,"Královéhradecký kraj",80+,25,80,105
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",18-24,2,2,4
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",25-29,7,9,16
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",30-34,5,9,14
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",35-39,10,24,34
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",40-44,16,45,61
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",45-49,23,53,76
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",50-54,17,61,78
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",55-59,12,45,57
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",60-64,21,8,29
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",65-69,30,2,32
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",70-74,100,330,430
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",75-79,29,561,590
2021-04-10,Comirnaty,CZ053,"Pardubický kraj",80+,9,7,16
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",0-17,0,3,3
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",18-24,2,53,55
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",25-29,5,21,26
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",30-34,0,12,12
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",35-39,4,23,27
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",40-44,19,34,53
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",45-49,23,30,53
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",50-54,25,19,44
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",55-59,71,23,94
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",60-64,42,6,48
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",65-69,48,12,60
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",70-74,709,308,1017
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",75-79,282,178,460
2021-04-10,Comirnaty,CZ063,"Kraj Vysočina",80+,110,67,177
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",0-17,1,3,4
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",18-24,6,22,28
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",25-29,7,27,34
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",30-34,9,26,35
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",35-39,8,36,44
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",40-44,25,29,54
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",45-49,15,27,42
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",50-54,10,15,25
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",55-59,7,18,25
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",60-64,16,11,27
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",65-69,6,9,15
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",70-74,20,1077,1097
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",75-79,9,716,725
2021-04-10,Comirnaty,CZ064,"Jihomoravský kraj",80+,1,64,65
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",18-24,1,3,4
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",25-29,2,1,3
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",30-34,2,8,10
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",35-39,2,4,6
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",40-44,4,10,14
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",45-49,8,9,17
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",50-54,8,31,39
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",55-59,66,17,83
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",60-64,17,14,31
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",65-69,84,8,92
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",70-74,94,172,266
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",75-79,12,108,120
2021-04-10,Comirnaty,CZ071,"Olomoucký kraj",80+,3,20,23
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",0-17,1,0,1
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",18-24,12,4,16
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",25-29,16,4,20
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",30-34,14,2,16
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",35-39,26,5,31
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",40-44,60,7,67
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",45-49,120,3,123
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",50-54,60,8,68
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",55-59,93,18,111
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",60-64,99,47,146
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",65-69,118,4,122
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",70-74,324,68,392
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",75-79,74,179,253
2021-04-10,Comirnaty,CZ072,"Zlínský kraj",80+,16,29,45
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",0-17,1,0,1
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",18-24,29,19,48
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",25-29,49,34,83
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",30-34,53,34,87
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",35-39,115,63,178
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",40-44,176,94,270
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",45-49,197,175,372
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",50-54,180,127,307
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",55-59,200,115,315
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",60-64,176,60,236
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",65-69,262,32,294
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",70-74,377,620,997
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",75-79,120,476,596
2021-04-10,Comirnaty,CZ080,"Moravskoslezský kraj",80+,67,149,216
2021-04-10,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",25-29,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",30-34,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",35-39,2,0,2
2021-04-10,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",40-44,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",45-49,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",55-59,3,0,3
2021-04-10,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",65-69,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",70-74,45,0,45
2021-04-10,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",75-79,20,0,20
2021-04-10,"COVID-19 Vaccine Moderna",CZ010,"Hlavní město Praha",80+,5,0,5
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",18-24,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",25-29,0,11,11
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",30-34,0,8,8
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",35-39,0,24,24
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",40-44,0,27,27
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",45-49,1,27,28
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",50-54,3,18,21
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",55-59,8,22,30
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",60-64,11,11,22
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",65-69,30,4,34
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",70-74,192,46,238
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",75-79,17,84,101
2021-04-10,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",80+,12,27,39
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",18-24,0,1,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",25-29,0,1,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",30-34,0,2,2
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",35-39,0,1,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",40-44,0,3,3
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",45-49,0,4,4
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",55-59,0,17,17
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",60-64,0,8,8
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",65-69,0,8,8
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",70-74,0,10,10
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",75-79,0,185,185
2021-04-10,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",80+,0,53,53
2021-04-10,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",35-39,0,3,3
2021-04-10,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",45-49,1,1,2
2021-04-10,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",50-54,2,0,2
2021-04-10,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",55-59,0,4,4
2021-04-10,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",60-64,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",65-69,1,2,3
2021-04-10,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",70-74,6,1,7
2021-04-10,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",75-79,5,0,5
2021-04-10,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",80+,0,1,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",18-24,0,1,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",30-34,0,2,2
2021-04-10,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",35-39,0,1,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",45-49,0,1,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",60-64,3,1,4
2021-04-10,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",65-69,5,2,7
2021-04-10,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",70-74,16,76,92
2021-04-10,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",75-79,12,14,26
2021-04-10,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",80+,7,1,8
2021-04-10,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",30-34,1,1,2
2021-04-10,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",40-44,6,0,6
2021-04-10,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",45-49,2,1,3
2021-04-10,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",50-54,3,0,3
2021-04-10,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",55-59,6,0,6
2021-04-10,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",60-64,7,0,7
2021-04-10,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",65-69,11,1,12
2021-04-10,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",70-74,26,4,30
2021-04-10,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",75-79,12,0,12
2021-04-10,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",80+,6,0,6
2021-04-10,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",30-34,5,0,5
2021-04-10,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",35-39,7,0,7
2021-04-10,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",40-44,4,0,4
2021-04-10,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",45-49,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",55-59,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",65-69,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",70-74,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",30-34,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",55-59,1,0,1
2021-04-10,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",60-64,5,0,5
2021-04-10,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",65-69,8,0,8
2021-04-10,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",70-74,12,0,12
2021-04-10,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",75-79,5,0,5
2021-04-10,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",80+,5,0,5
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",18-24,2,3,5
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",25-29,2,4,6
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",30-34,5,3,8
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",35-39,7,4,11
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",40-44,15,13,28
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",45-49,19,13,32
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",50-54,11,7,18
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",55-59,11,12,23
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",60-64,0,8,8
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",65-69,1,2,3
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",70-74,2,115,117
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",75-79,0,19,19
2021-04-10,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",80+,0,10,10
2021-04-10,VAXZEVRIA,CZ010,"Hlavní město Praha",60-64,2,0,2
2021-04-10,VAXZEVRIA,CZ010,"Hlavní město Praha",65-69,2,0,2
2021-04-10,VAXZEVRIA,CZ010,"Hlavní město Praha",70-74,1,0,1
2021-04-10,VAXZEVRIA,CZ010,"Hlavní město Praha",75-79,6,0,6
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",18-24,3,0,3
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",25-29,1,0,1
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",30-34,3,0,3
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",35-39,3,0,3
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",40-44,5,1,6
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",45-49,6,0,6
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",50-54,10,3,13
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",55-59,7,2,9
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",60-64,33,2,35
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",65-69,84,0,84
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",70-74,148,2,150
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",75-79,104,7,111
2021-04-10,VAXZEVRIA,CZ020,"Středočeský kraj",80+,52,24,76
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",25-29,2,0,2
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",30-34,66,0,66
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",35-39,278,0,278
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",40-44,351,0,351
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",45-49,41,0,41
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",50-54,33,1,34
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",55-59,21,0,21
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",60-64,7,0,7
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",65-69,5,0,5
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",70-74,7,0,7
2021-04-10,VAXZEVRIA,CZ031,"Jihočeský kraj",75-79,3,0,3
2021-04-10,VAXZEVRIA,CZ032,"Plzeňský kraj",18-24,2,0,2
2021-04-10,VAXZEVRIA,CZ032,"Plzeňský kraj",30-34,1,0,1
2021-04-10,VAXZEVRIA,CZ032,"Plzeňský kraj",45-49,2,0,2
2021-04-10,VAXZEVRIA,CZ032,"Plzeňský kraj",50-54,3,0,3
2021-04-10,VAXZEVRIA,CZ032,"Plzeňský kraj",55-59,9,0,9
2021-04-10,VAXZEVRIA,CZ032,"Plzeňský kraj",60-64,16,0,16
2021-04-10,VAXZEVRIA,CZ032,"Plzeňský kraj",65-69,32,1,33
2021-04-10,VAXZEVRIA,CZ032,"Plzeňský kraj",70-74,87,0,87
2021-04-10,VAXZEVRIA,CZ032,"Plzeňský kraj",75-79,38,0,38
2021-04-10,VAXZEVRIA,CZ032,"Plzeňský kraj",80+,46,0,46
2021-04-10,VAXZEVRIA,CZ041,"Karlovarský kraj",35-39,1,0,1
2021-04-10,VAXZEVRIA,CZ041,"Karlovarský kraj",50-54,1,0,1
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",25-29,3,0,3
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",30-34,4,0,4
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",35-39,2,0,2
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",40-44,2,0,2
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",45-49,8,0,8
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",50-54,10,0,10
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",55-59,16,0,16
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",60-64,29,0,29
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",65-69,104,0,104
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",70-74,314,0,314
2021-04-10,VAXZEVRIA,CZ042,"Ústecký kraj",75-79,132,0,132
